"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","65 - 69세","사망자수[명]","명","541","541","557","559","563","606","545","516","521","432","460","462","485","457","477","429","596","1076","2381",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","65 - 69세","사망률[십만명당]","십만명당","33.4","32.3","32.2","30.5","29.5","31.6","28.6","27.4","27.8","22.5","22.9","21.9","22.2","20.2","20.3","17.6","22.6","37.3","77.1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","70 - 74세","사망자수[명]","명","572","650","664","641","704","745","787","826","896","779","784","746","758","730","753","670","815","1396","3454",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","70 - 74세","사망률[십만명당]","십만명당","52.7","55.9","53.1","48.3","50.2","50.4","51.2","51.9","52.9","44","43.9","42","42.9","41.3","41.5","35.2","40.7","67.3","160.8",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","75 - 79세","사망자수[명]","명","670","744","725","681","753","906","992","1119","1183","1101","1146","1180","1328","1306","1424","1301","1586","2031","5165",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","75 - 79세","사망률[십만명당]","십만명당","98.3","102.3","94.1","83.3","86.8","97.9","99.2","103.6","102.6","90.1","88.4","87.2","94.3","86.7","89.8","81.1","99","127.1","322",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","80세이상","사망자수[명]","명","1181","1403","1378","1432","1642","1850","2323","2428","2801","2825","2941","3441","3955","4155","4767","4919","6075","8436","26954",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","80세이상","사망률[십만명당]","십만명당","188.3","213.2","199.1","195.3","209.2","219.1","256","250.6","270.1","253.2","243.7","262.3","278.2","271.2","289.9","278","320.5","417","1241.8",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","80 - 84세","사망자수[명]","명","614","733","712","721","764","871","1056","1055","1222","1247","1266","1443","1693","1626","1850","1880","2270","2989","8696",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","80 - 84세","사망률[십만명당]","십만명당","153.8","176.1","164.2","159.4","160.4","170.2","190.8","178.2","192.8","183.8","173.5","181.7","195.9","175.1","186.9","178","204.3","257","696.9",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","85 - 89세","사망자수[명]","명","397","460","455","469","573","644","830","897","963","959","1008","1195","1374","1497","1674","1776","2146","3056","9518",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","85 - 89세","사망률[십만명당]","십만명당","242.4","264.7","244.5","231.2","254.8","265.2","323.4","331.5","336.8","313.6","302.1","327.3","348.6","351.1","363.5","355.5","390.4","506.6","1470",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","90세이상","사망자수[명]","명","170","210","211","242","305","335","437","476","616","619","667","803","888","1032","1243","1263","1659","2391","8740",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","90세이상","사망률[십만명당]","십만명당","264","308.9","291.5","309.6","364.2","373.4","449.7","448.7","523.7","470.4","465.3","525.6","544.2","583","640.8","591.5","705.5","932.8","3175.8",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","15세 미만","사망자수[명]","명","58","62","58","51","35","63","57","41","36","31","26","23","34","22","16","24","17","19","61",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","15세 미만","사망률[십만명당]","십만명당",".6",".7",".6",".6",".4",".8",".7",".5",".5",".4",".4",".3",".5",".3",".2",".4",".3",".3","1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","15 - 64세","사망자수[명]","명","2199","2177","2108","2034","1906","1851","1981","1836","1666","1514","1554","1441","1386","1313","1308","1347","1329","2020","3763",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","15 - 64세","사망률[십만명당]","십만명당","6.3","6.2","6","5.7","5.3","5.1","5.4","5","4.5","4.1","4.2","3.9","3.7","3.5","3.5","3.6","3.6","5.5","10.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","65세 이상","사망자수[명]","명","2964","3338","3324","3313","3662","4107","4647","4889","5401","5137","5331","5829","6526","6648","7421","7319","9072","12939","37954",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","65세 이상","사망률[십만명당]","십만명당","73.8","79","74.9","70.4","73.8","79.5","86.9","88.5","93.8","85.2","84.7","89","96.2","94.1","100.4","94.8","111.5","150.8","421.2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","연령미상","사망자수[명]","명","0","0","0","0","0","1","0","0","3","1","1","2","0","3","1","2","1","0","5",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","계","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15 - 19세","사망자수[명]","명","10","7","3","8","5","4","9","5","7","1","3","5","2","1","1","1","2","1","10",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15 - 19세","사망률[십만명당]","십만명당",".6",".4",".2",".5",".3",".2",".5",".3",".4",".1",".2",".3",".1",".1",".1",".1",".2",".1",".8",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","20 - 24세","사망자수[명]","명","20","10","15","11","13","6","9","12","4","8","5","5","7","7","6","7","2","2","18",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","20 - 24세","사망률[십만명당]","십만명당","1",".5",".8",".6",".8",".4",".5",".7",".2",".5",".3",".3",".4",".4",".3",".4",".1",".1","1.1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","25 - 29세","사망자수[명]","명","33","36","30","27","27","24","30","21","10","16","8","9","7","9","9","5","8","16","32",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","25 - 29세","사망률[십만명당]","십만명당","1.7","1.8","1.5","1.3","1.3","1.2","1.5","1.1",".6","1",".5",".6",".4",".5",".5",".3",".4",".9","1.7",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","30 - 34세","사망자수[명]","명","83","85","57","58","54","44","37","43","30","31","20","30","17","10","19","10","14","12","40",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","30 - 34세","사망률[십만명당]","십만명당","3.6","3.8","2.6","2.8","2.7","2.2","1.9","2.1","1.5","1.5","1","1.5",".9",".6","1.1",".6",".9",".7","2.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","35 - 39세","사망자수[명]","명","136","106","106","112","98","95","88","63","63","49","35","32","33","28","23","32","29","39","48",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","35 - 39세","사망률[십만명당]","십만명당","6.1","4.7","4.6","4.8","4.2","4.1","3.9","2.9","3","2.4","1.8","1.6","1.6","1.4","1.1","1.6","1.5","2.1","2.8",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","40 - 44세","사망자수[명]","명","244","212","222","224","176","182","167","157","126","108","101","85","65","61","54","44","61","68","106",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","40 - 44세","사망률[십만명당]","십만명당","10.8","9.6","10.2","10.5","8.2","8.3","7.5","6.9","5.4","4.7","4.4","3.8","3","2.9","2.7","2.2","3.1","3.4","5.2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","45 - 49세","사망자수[명]","명","317","340","315","300","293","270","261","215","192","190","184","155","138","139","137","123","103","123","173",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","45 - 49세","사망률[십만명당]","십만명당","16.5","16.8","14.9","13.7","13.2","12.1","11.9","10","9.1","8.9","8.4","7","6.1","6.1","6","5.4","4.6","5.7","8.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","50 - 54세","사망자수[명]","명","279","269","307","307","270","287","310","322","289","256","295","228","229","199","196","191","151","239","367",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","50 - 54세","사망률[십만명당]","십만명당","21","18.9","19.8","18.5","15.3","15.2","15.6","15.4","13.4","11.7","13.5","10.6","10.8","9.5","9.3","8.9","6.9","10.7","16.2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","55 - 59세","사망자수[명]","명","256","284","250","256","256","244","291","279","299","268","268","278","276","274","266","289","245","375","624",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","55 - 59세","사망률[십만명당]","십만명당","24.1","25.4","21.6","21.4","20.7","19","21.1","18.5","18.5","15.6","14.6","14.3","13.6","13","12.4","13.5","11.6","18","30.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","60 - 64세","사망자수[명]","명","298","290","271","250","228","243","297","295","262","253","242","248","269","295","286","320","349","587","1156",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","60 - 64세","사망률[십만명당]","십만명당","31.3","30.7","28.9","26.6","23.6","23.9","27.8","26.6","22.9","21.3","19.6","18.6","18.5","18.9","17.2","18","18.6","29.7","56.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","65 - 69세","사망자수[명]","명","366","387","375","368","360","396","338","318","329","277","301","309","323","287","298","280","408","717","1619",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","65 - 69세","사망률[십만명당]","십만명당","51","51.6","48.2","44.3","41.3","45","38.5","36.3","37.4","30.5","31.4","30.6","30.8","26.4","26.4","23.8","32.1","51.5","108.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","70 - 74세","사망자수[명]","명","367","389","401","387","411","443","462","475","532","470","482","415","460","433","436","391","489","880","2259",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","70 - 74세","사망률[십만명당]","십만명당","87","84.3","79.1","70.7","70.1","70.7","70.3","69.2","72.1","60.3","61.1","52.4","57.9","53.9","52.2","44.2","52.3","90.7","224.5",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","75 - 79세","사망자수[명]","명","380","404","379","380","400","460","508","585","653","583","598","619","683","674","760","688","829","1146","2971",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","75 - 79세","사망률[십만명당]","십만명당","161.6","161.6","143","133.6","130.1","137.3","137.1","142.8","146.6","121.6","115.9","113.4","118.8","108.1","114.6","101.8","121.5","166.5","424.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","80세이상","사망자수[명]","명","562","587","607","600","704","694","923","930","1064","1033","1128","1316","1454","1399","1706","1705","2192","3103","10194",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","80세이상","사망률[십만명당]","십만명당","307.6","305.1","300.8","281.6","310.3","284.8","353.1","333.7","354.1","315.5","313.5","330.3","330.6","289.8","323.6","295.4","349.2","456.8","1375.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","80 - 84세","사망자수[명]","명","329","333","337","342","350","360","469","443","512","538","581","640","719","677","819","808","1012","1419","4318",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","80 - 84세","사망률[십만명당]","십만명당","260.1","253","247.6","242.3","236.8","227.7","275.1","242.2","257.9","247.6","242.6","239","240.4","206.3","229.9","208.9","244.8","323","902.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","85 - 89세","사망자수[명]","명","172","183","198","180","251","242","328","341","370","332","357","421","463","471","569","584","772","1105","3604",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","85 - 89세","사망률[십만명당]","십만명당","397.9","388.9","387.9","321.6","405.8","362.6","468.5","467.7","483.3","407.7","402.3","433.9","439.1","404","439.3","404.4","472.3","599.7","1784",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","90세이상","사망자수[명]","명","61","71","72","78","103","92","126","146","182","163","190","255","272","251","318","313","408","579","2272",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","90세이상","사망률[십만명당]","십만명당","471","517.9","491","489.9","597.7","487.6","603","637.3","715.9","568.9","601.2","758.4","769.7","661.1","766.3","679.8","800.8","1040.1","3745.7",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15세 미만","사망자수[명]","명","34","32","30","26","24","38","31","20","15","20","18","19","17","14","12","15","7","12","31",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15세 미만","사망률[십만명당]","십만명당",".7",".6",".6",".6",".5",".9",".7",".5",".4",".5",".5",".5",".5",".4",".3",".4",".2",".4","1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15 - 64세","사망자수[명]","명","1676","1639","1576","1553","1420","1399","1499","1412","1282","1180","1161","1075","1043","1023","997","1022","964","1462","2574",
